,play_name,act,scene,character,cue_num,cue
4233,etourdi,5,9,mascarille,1,"Grande ! grande nouvelle, et succès surprenant !
Que ma bouche vous vient annoncer maintenant."
4234,etourdi,5,9,celie,2,Qu’est‑ce donc ?
4235,etourdi,5,9,mascarille,3,"Écoutez, voici, sans flatterie..."
4236,etourdi,5,9,celie,4,Quoi ?
4237,etourdi,5,9,mascarille,5,"La fin d’une vraie et pure Comédie ;
La vieille Égyptienne à l’heure même..."
4238,etourdi,5,9,celie,6,Hé bien ?
4239,etourdi,5,9,mascarille,7,"Passait dedans la place, et ne songeait à rien,
Alors qu’une autre vieille assez défigurée,
L’ayant de près, au nez, longtemps considérée ;
Par un bruit enroué de mots injurieux,
A donné le signal d’un combat furieux :
Qui pour armes, pourtant, mousquets, dagues ou flèches,
Ne faisait voir en l’air que quatre griffes sèches ;
Dont ces deux combattants s’efforçaient d’arracher,
Ce peu que sur leurs os les ans laissent de chair :
On n’entend que ces mots, chienne, louve, bagace ;
D’abord leurs scoffions ont volé par la place,
Et laissant voir à nu deux têtes sans cheveux,
Ont rendu le combat risiblement affreux.
Andrès, et Trufaldin, à l’éclat du murmure,
Ainsi que force monde, accourus d’aventure,
Ont, à les décharpir, eu de la peine assez,
Tant leurs esprits étaient par la fureur poussés ;
Cependant que chacune après cette tempête,
Songe à cacher aux yeux la honte de sa tête,
Et que l’on veut savoir qui causait cette humeur,
Celle qui la première avait fait la rumeur,
Malgré la passion dont elle était émue,
Ayant sur Trufaldin tenu longtemps la vue ;
C’est vous, si quelque erreur n’abuse ici mes yeux,
Qu’on m'a dit qui viviez inconnu dans ces lieux,
A-t-elle dit tout haut : oh ! rencontre opportune !
Oui, Seigneur Zanobio Ruberti, la fortune
Me fait vous reconnaître, et dans le même instant,
Que pour votre intérêt je me tourmentais tant :
Lorsque Naples vous vit quitter votre famille,
J’avais, vous le savez, en mes mains votre fille,
Dont j’élevais l’enfance, et qui par mille traits,
Faisait voir dès quatre ans sa grâce et ses attraits ;
Celle que vous voyez, cette infâme sorcière,
Dedans notre maison se rendant familière,
Me vola ce trésor. Hélas ! de ce malheur
Votre femme, je crois, conçut tant de douleur,
Que cela servit fort pour avancer sa vie :
Si bien qu’entre mes mains cette fille ravie,
Me faisant redouter un reproche fâcheux,
Je vous fis annoncer la mort de toutes deux :
Mais il faut maintenant, puisque je l’ai connue,
Qu’elle fasse savoir ce qu’elle est devenue ;
Au nom de Zanobio Ruberti, que sa voix,
Pendant tout ce récit répétait plusieurs fois :
Andrès, ayant changé quelque temps de visage,
À Trufaldin surpris, a tenu ce langage.
Quoi donc ! le Ciel me fait trouver heureusement,
Celui que jusqu’ici j’ai cherché vainement !
Et que j’avais pu voir, sans pourtant reconnaître
La source de mon sang, et l’auteur de mon être !
Oui, mon père, je suis Horace votre fils,
D’Albert qui me gardait les jours étant finis,
Me sentant naître au cœur d’autres inquiétudes,
Je sortis de Bologne, et quittant mes études,
Portai durant six ans mes pas en divers lieux,
Selon que me poussait un désir curieux ;
Pourtant, après ce temps, une secrète envie
Me pressa de revoir les miens, et ma patrie ;
Mais dans Naples, hélas ! je ne vous trouvai plus,
Et n’y sus votre sort que par des bruits confus :
Si bien, qu'à votre quête ayant perdu mes peines,
Venise pour un temps borna mes courses vaines ;
Et j'ai vécu depuis, sans que de ma maison,
J’eusse d’autres clartés que d’en savoir le nom.
Je vous laisse à juger, si pendant ces affaires,
Trufaldin ressentait des transports ordinaires.
Enfin, pour retrancher ce que plus à loisir,
Vous aurez le moyen de vous faire éclaircir,
Par la confession de votre Égyptienne,
Trufaldin maintenant vous reconnaît pour sienne ;
Andrès est votre frère, et comme de sa sœur
Il ne peut plus songer à se voir possesseur,
Une obligation qu’il prétend reconnaître,
A fait qu’il vous obtient pour épouse à mon maître ;
Dont le père, témoin de tout l’événement,
Donne à cette hyménée un plein consentement ;
Et pour mettre une joie entière en sa famille,
Pour le nouvel Horace a proposé sa fille.
Voyez que d’incidents à la fois enfantés."
4240,etourdi,5,9,celie,8,Je demeure immobile à tant de nouveautés.
4241,etourdi,5,9,mascarille,9,"Tous viennent sur mes pas, hors les deux championnes,
Qui du combat encor remettent leurs personnes :
Léandre est de la troupe, et votre père aussi :
Moi, je vais avertir mon maître de ceci ;
Et que, lorsqu’à ses vœux on croit le plus d’obstacle,
Le Ciel en sa faveur produit comme un miracle."
4242,etourdi,5,9,hippolyte,10,"Un tel ravissement rend mes esprits confus,
Que pour mon propre sort je n’en aurais pas plus.
Mais les voici venir."
4243,etourdi,5,10,trufaldin,1,Ah ! ma fille.
4244,etourdi,5,10,celie,2,Ah ! mon père.
4245,etourdi,5,10,trufaldin,3,Sais-tu déjà comment le Ciel nous est prospère ?
4246,etourdi,5,10,celie,4,Je viens d’entendre ici ce succès merveilleux.
4247,etourdi,5,10,hippolyte,5,"En vain vous parleriez pour excuser vos feux,
Si j’ai devant les yeux ce que vous pouvez dire."
4248,etourdi,5,10,leandre,6,"Un généreux pardon est ce que je désire ;
Mais j’atteste les Cieux, qu’en ce retour soudain
Mon père fait bien moins que mon propre dessein."
4249,etourdi,5,10,andres,7,"Qui l’aurait jamais cru que cette ardeur si pure,
Pût être condamnée un jour par la nature ?
Toutefois, tant d’honneur la sut toujours régir,
Qu’en y changeant fort peu, je puis la retenir."
4250,etourdi,5,10,celie,8,"Pour moi, je me blâmais, et croyais faire faute,
Quand je n’avais pour vous qu’une estime très haute ;
Je ne pouvais savoir quel obstacle puissant
M’arrêtait sur un pas si doux et si glissant,
Et détournait mon cœur de l’aveu d’une flamme,
Que mes sens s’efforçaient d’introduire en mon âme."
4251,etourdi,5,10,trufaldin,9,"Mais en te recouvrant que diras-tu de moi ?
Si je songe aussitôt à me priver de toi ?
Et t’engage à son fils sous les lois d’hyménée ?"
4252,etourdi,5,10,celie,10,Que de vous maintenant dépend ma destinée.
4253,etourdi,5,11,mascarille,1,"Voyons si votre diable aura bien le pouvoir
De détruire à ce coup un si solide espoir ;
Et si contre l’excès du bien qui vous arrive,
Vous armerez encor votre imaginative.
Par un coup imprévu des destins les plus doux,
Vos vœux sont couronnés, et Célie est à vous."
4254,etourdi,5,11,lelie,2,Croirai-je que du Ciel la puissance absolue ?...
4255,etourdi,5,11,trufaldin,3,"Oui, mon gendre, il est vrai."
4256,etourdi,5,11,pandolfe,4,La chose est résolue.
4257,etourdi,5,11,andres,5,Je m’acquitte par là de ce que je vous dois.
4258,etourdi,5,11,lelie,6,"Il faut que je t’embrasse, et mille et mille fois,
Dans cette joie..."
4259,etourdi,5,11,mascarille,7,"Ahi, ahi ! doucement, je vous prie,
Il m’a presque étouffé, je crains fort pour Célie.
Si vous la caressez avec tant de transport :
De vos embrassements on se passerait fort."
4260,etourdi,5,11,trufaldin,8,"Vous savez le bonheur que le Ciel me renvoie ;
Mais puisqu’un même jour nous met tous dans la joie,
Ne nous séparons point qu’il ne soit terminé,
Et que son père aussi nous soit vite amené."
4261,etourdi,5,11,mascarille,9,"Vous voilà tous pourvus ; n’est-il point quelque fille,
Qui pût accommoder le pauvre Mascarille ;
À voir chacun se joindre à sa chacune ici,
J’ai des démangeaisons de mariage aussi."
4262,etourdi,5,11,anselme,10,J’ai ton fait.
4263,etourdi,5,11,mascarille,11,"Allons donc ; et que les Cieux prospères
Nous donnent des enfants dont nous soyons les pères."
4264,monsieurpourceaugnac,0,1,voix1,1,"Répands, charmante nuit, répands sur tous les yeux,
De tes pavots la douce violence,
Et ne laisse veiller en ces aimables lieux
Que les cœurs que l’Amour soumet à sa puissance.
Tes ombres et ton silence
Plus beau que le plus beau jour,
Offrent de doux moments à soupirer d’amour."
4265,monsieurpourceaugnac,0,1,voix2,2,"Que soupirer d’amour
Est une douce chose,
Quand rien à nos voeux ne s'oppose !
À d’aimables penchants notre cœur nous dispose,
Mais on a des Tyrans à qui l’on doit le jour :
Que soupirer d’amour
Est une douce chose,
Quand rien à nos vœux ne s’oppose !"
4266,monsieurpourceaugnac,0,1,voix3,3,"Tout ce qu’à nos vœux on oppose,
Contre un parfait amour ne gagne jamais rien ;
Et pour vaincre toute chose,
Il ne faut que s’aimer bien."
4267,monsieurpourceaugnac,0,1,voix1 voix2 voix3,4,"Aimons-nous donc d’une ardeur éternelle,
Les rigueurs des Parents, la contrainte cruelle,
L’absence, les travaux, la fortune rebelle,
Ne font que redoubler une amitié fidèle :
Aimons-nous donc d’une ardeur éternelle.
Quand deux cœurs s’aiment bien,
Tout le reste n’est rien."
4268,monsieurpourceaugnac,1,1,julie,1,"Mon Dieu, Éraste, gardons d’être surpris ; je tremble qu’on ne nous voie ensemble ; et tout serait perdu, après la défense que l’on m’a faite."
4269,monsieurpourceaugnac,1,1,eraste,2,"Je regarde de tous côtés, et je n’aperçois rien."
4270,monsieurpourceaugnac,1,1,julie,3,"Aie aussi l’œil au guet, Nérine, et prends bien garde qu’il ne vienne personne."
4271,monsieurpourceaugnac,1,1,nerine,4,"Reposez-vous sur moi, et dites hardiment ce que vous avez à vous dire."
4272,monsieurpourceaugnac,1,1,julie,5,"Avez-vous imaginé pour notre affaire quelque chose de favorable ? et croyez-vous, Éraste, pouvoir venir à bout de détourner ce fâcheux Mariage que mon Père s’est mis en tête ?"
4273,monsieurpourceaugnac,1,1,eraste,6,Au moins y travaillons-nous fortement ; et déjà nous avons préparé un bon nombre de Batteries pour renverser ce dessein ridicule.
4274,monsieurpourceaugnac,1,1,nerine,7,"Par ma foi, voilà votre Père !"
4275,monsieurpourceaugnac,1,1,julie,8,Ah séparons-nous vite.
4276,monsieurpourceaugnac,1,1,nerine,9,"Non, non, non, ne bougez, je m’étais trompée."
4277,monsieurpourceaugnac,1,1,julie,10,"Mon Dieu, Nérine, que tu es sotte, de nous donner de ces frayeurs !"
4278,monsieurpourceaugnac,1,1,eraste,11,"Oui, belle Julie, nous avons dressé pour cela quantité de Machines, et nous ne feignons point de mettre tout en usage, sur la permission que vous m’avez donnée.Ne nous demandez point tous les ressorts que nous ferons jouer, vous en aurez le divertissement ; et comme aux Comédies, il est bon de vous laisser le plaisir de la surprise, et de ne vous avertir point de tout ce qu’on vous fera voir, c’est assez de vous dire que nous avons en main divers stratagèmes tous prêts à produire dans l’occasion, et que l’ingénieuse Nérine et l’adroit Sbrigani entreprennent l’affaire."
4279,monsieurpourceaugnac,1,1,nerine,12,"Assurément.Votre Père se moque-t-il de vouloir vous anger de son Avocat de Limoges, Monsieur de Pourceaugnac, qu’il n’a vu de sa vie, et qui vient par le Coche vous enlever à notre barbe ? Faut-il que trois ou quatre mille écus de plus, sur la parole de votre Oncle, lui fassent rejeter un Amant qui vous agrée ? Et une Personne comme vous, est-elle faite pour un Limosin ? S’il a envie de se marier, que ne prend-il une Limosine, et ne laisse-t-il en repos les Chrétiens ? Le seul nom de Monsieur de Pourceaugnac m’a mis dans une colère effroyable.J’enrage de Monsieur de Pourceaugnac.Quand il n’y aurait que ce nom-là, Monsieur de Pourceaugnac, j’y brûlerai mes Livres, ou je romprai ce Mariage, et vous ne serez point Madame de Pourceaugnac.Pourceaugnac ! cela se peut-il souffrir ? Non, Pourceaugnac est une chose que je ne saurais supporter, et nous lui jouerons tant de pièces, nous lui ferons tant de niches sur niches, que nous renverrons à Limoges Monsieur de Pourceaugnac."
4280,monsieurpourceaugnac,1,1,eraste,13,"Voici notre subtil Napolitain, qui nous dira des nouvelles."
4281,monsieurpourceaugnac,1,2,sbrigani,1,"Monsieur, votre Homme arrive, je l’ai vu à trois lieues d’ici, où a couché le Coche ; et dans la Cuisine où il est descendu pour déjeuner, je l’ai étudié une bonne grosse demie heure, et je le sais déjà par cœur. Pour sa figure, je ne veux point vous en parler, vous verrez de quel air la Nature l’a dessinée, et si l’ajustement qui l’accompagne y répond comme il faut : mais pour son Esprit, je vous avertis par avance qu’il est des plus épais qui se fassent ; que nous trouvons en lui une matière tout à fait disposée pour ce que nous voulons, et qu’il est Homme enfin à donner dans tous les panneaux qu’on lui présentera."
4282,monsieurpourceaugnac,1,2,eraste,2,Nous dis-tu vrai ?
4283,monsieurpourceaugnac,1,2,sbrigani,3,"Oui, si je me connais en Gens."
4284,monsieurpourceaugnac,1,2,nerine,4,"Madame, voilà un Illustre, votre affaire ne pouvait être mise en de meilleures mains, et c’est le Héros de notre Siècle pour les exploits dont il s’agit : Un Homme qui vingt fois en sa vie pour servir ses Amis, a généreusement affronté les Galères ; qui au péril de ses bras et de ses épaules, sait mettre noblement à fin les aventures les plus difficiles ; et qui, tel que vous le voyez, est exilé de son Pays pour je ne sais combien d’actions honorables qu’il a généreusement entreprises."
4285,monsieurpourceaugnac,1,2,sbrigani,5,"Je suis confus des louanges dont vous m’honorez, et je pourrais vous en donner avec plus de justice sur les merveilles de votre vie ; et principalement sur la gloire que vous acquîtes, lorsqu’avec tant d’honnêteté vous pipâtes au jeu, pour douze mille écus, ce jeune Seigneur étranger que l’on mena chez vous ; lorsque vous fîtes galamment ce faux Contrat qui ruina toute une Famille ; lorsque avec tant de grandeur d’âme vous sûtes nier le dépôt qu’on vous avait confié ; et que si généreusement on vous vit prêter votre témoignage à faire pendre ces deux Personnes qui ne l’avaient pas mérité."
4286,monsieurpourceaugnac,1,2,nerine,6,"Ce sont petites bagatelles qui ne valent pas qu’on en parle, et vos éloges me font rougir."
4287,monsieurpourceaugnac,1,2,sbrigani,7,"Je veux bien épargner votre modestie ; laissons cela ; et pour commencer notre affaire, allons vite joindre notre Provincial, tandis que de votre côté vous nous tiendrez prêts au besoin les autres Acteurs de la Comédie."
4288,monsieurpourceaugnac,1,2,eraste,8,"Au moins, Madame, souvenez-vous de votre Rôle ; et pour mieux couvrir notre jeu, feignez, comme on vous a dit, d’être la plus contente du monde des résolutions de votre Père."
4289,monsieurpourceaugnac,1,2,julie,9,"S’il ne tient qu’à cela, les choses iront à merveille."
4290,monsieurpourceaugnac,1,2,eraste,10,"Mais, belle Julie, si toutes nos Machines venaient à ne pas réussir ?"
4291,monsieurpourceaugnac,1,2,julie,11,Je déclarerai à mon Père mes véritables sentiments.
4292,monsieurpourceaugnac,1,2,eraste,12,Et si contre vos sentiments il s’obstinait à son dessein ?
4293,monsieurpourceaugnac,1,2,julie,13,Je le menacerais de me jeter dans un Convent.
4294,monsieurpourceaugnac,1,2,eraste,14,Mais si malgré tout cela il voulait vous forcer à ce Mariage ?
4295,monsieurpourceaugnac,1,2,julie,15,Que voulez-vous que je vous dise ?
4296,monsieurpourceaugnac,1,2,eraste,16,Ce que je veux que vous me disiez ?
4297,monsieurpourceaugnac,1,2,julie,17,Oui.
4298,monsieurpourceaugnac,1,2,eraste,18,Ce qu’on dit quand on aime bien.
4299,monsieurpourceaugnac,1,2,julie,19,Mais quoi ?
4300,monsieurpourceaugnac,1,2,eraste,20,"Que rien ne pourra vous contraindre, et que malgré tous les efforts d’un Père, vous me promettez d’être à moi."
4301,monsieurpourceaugnac,1,2,julie,21,"Mon Dieu, Éraste, contentez-vous de ce que je fais maintenant, et n’allez point tenter sur l’avenir les résolutions de mon cœur : ne fatiguez point mon devoir par les propositions d’une fâcheuse extrémité dont peut-être n’aurons-nous pas besoin ; et s’il y faut venir, souffrez au moins que j’y sois entraînée par la suite des choses."
4302,monsieurpourceaugnac,1,2,eraste,22,Eh bien...
4303,monsieurpourceaugnac,1,2,sbrigani,23,"Ma foi, voici notre Homme, songeons à nous."
4304,monsieurpourceaugnac,1,2,nerine,24,Ah comme il est bâti !
4305,monsieurpourceaugnac,1,3,pourceaugnac,1,"Hé bien, quoi ? qu’est-ce ? qu’y a-t-il ? Au diantre soit la sotte Ville, et les sottes Gens qui y sont : ne pouvoir faire un pas sans trouver des Nigauds qui vous regardent, et se mettent à rire ! Eh, Messieurs les Badauds, faites vos affaires, et laissez passer les Personnes sans leur rire au nez. Je me donne au Diable, si je ne baille un coup de poing au premier que je verrai rire."
4306,monsieurpourceaugnac,1,3,sbrigani,2,"Qu’est-ce que c’est, Messieurs ? que veut dire cela ? à qui en avez-vous ? faut-il se moquer ainsi des honnêtes Étrangers qui arrivent ici ?"
4307,monsieurpourceaugnac,1,3,pourceaugnac,3,Voilà un Homme raisonnable celui-là.
4308,monsieurpourceaugnac,1,3,sbrigani,4,Quel procédé est le vôtre ? et qu’avez-vous à rire ?
4309,monsieurpourceaugnac,1,3,pourceaugnac,5,Fort bien.
4310,monsieurpourceaugnac,1,3,sbrigani,6,Monsieur a-t-il quelque chose de ridicule en soi ?
4311,monsieurpourceaugnac,1,3,pourceaugnac,7,Oui.
4312,monsieurpourceaugnac,1,3,sbrigani,8,Est-il autrement que les autres ?
4313,monsieurpourceaugnac,1,3,pourceaugnac,9,"Suis-je tortu, ou bossu ?"
4314,monsieurpourceaugnac,1,3,sbrigani,10,Apprenez à connaître les Gens.
4315,monsieurpourceaugnac,1,3,pourceaugnac,11,C’est bien dit.
4316,monsieurpourceaugnac,1,3,sbrigani,12,Monsieur est d’une mine à respecter.
4317,monsieurpourceaugnac,1,3,pourceaugnac,13,Cela est vrai.
4318,monsieurpourceaugnac,1,3,sbrigani,14,Personne de condition.
4319,monsieurpourceaugnac,1,3,pourceaugnac,15,"Oui, Gentilhomme Limosin."
4320,monsieurpourceaugnac,1,3,sbrigani,16,Homme d’esprit.
4321,monsieurpourceaugnac,1,3,pourceaugnac,17,Qui a étudié en Droit.
4322,monsieurpourceaugnac,1,3,sbrigani,18,"Il vous fait trop d’honneur, de venir dans votre Ville."
4323,monsieurpourceaugnac,1,3,pourceaugnac,19,Sans doute.
4324,monsieurpourceaugnac,1,3,sbrigani,20,Monsieur n’est point une Personne à faire rire.
4325,monsieurpourceaugnac,1,3,pourceaugnac,21,Assurément.
4326,monsieurpourceaugnac,1,3,sbrigani,22,"Et quiconque rira de lui, aura affaire à moi."
4327,monsieurpourceaugnac,1,3,pourceaugnac,23,"Monsieur, je vous suis infiniment obligé."
4328,monsieurpourceaugnac,1,3,sbrigani,24,"Je suis fâché, Monsieur, de voir recevoir de la sorte une Personne comme vous, et je vous demande pardon pour la Ville."
4329,monsieurpourceaugnac,1,3,pourceaugnac,25,Je suis votre serviteur.
4330,monsieurpourceaugnac,1,3,sbrigani,26,"Je vous ai vu ce matin, Monsieur, avec le Coche, lorsque vous avez déjeuné ; et la grâce avec laquelle vous mangiez votre pain, m’a fait naître d’abord de l’amitié pour vous : Et comme je sais que vous n’êtes jamais venu en ce Pays, et que vous y êtes tout neuf, je suis bien aise de vous avoir trouvé pour vous offrir mon service à cette arrivée, et vous aider à vous conduire parmi ce Peuple, qui n’a pas parfois pour les honnêtes Gens toute la considération qu’il faudrait."
4331,monsieurpourceaugnac,1,3,pourceaugnac,27,C’est trop de grâce que vous me faites.
4332,monsieurpourceaugnac,1,3,sbrigani,28,"Je vous l’ai déjà dit ; du moment que je vous ai vu, je me suis senti pour vous de l’inclination."
4333,monsieurpourceaugnac,1,3,pourceaugnac,29,Je vous suis obligé.
4334,monsieurpourceaugnac,1,3,sbrigani,30,Votre physionomie m’a plu.
4335,monsieurpourceaugnac,1,3,pourceaugnac,31,Ce m’est beaucoup d’honneur.
4336,monsieurpourceaugnac,1,3,sbrigani,32,J’y ai vu quelque chose d’honnête.
4337,monsieurpourceaugnac,1,3,pourceaugnac,33,Je suis votre serviteur.
4338,monsieurpourceaugnac,1,3,sbrigani,34,Quelque chose d’aimable.
4339,monsieurpourceaugnac,1,3,pourceaugnac,35,"Ah, ah."
4340,monsieurpourceaugnac,1,3,sbrigani,36,De gracieux.
4341,monsieurpourceaugnac,1,3,pourceaugnac,37,"Ah, ah."
4342,monsieurpourceaugnac,1,3,sbrigani,38,De doux.
4343,monsieurpourceaugnac,1,3,pourceaugnac,39,"Ah, ah."
4344,monsieurpourceaugnac,1,3,sbrigani,40,De majestueux.
4345,monsieurpourceaugnac,1,3,pourceaugnac,41,"Ah, ah."
4346,monsieurpourceaugnac,1,3,sbrigani,42,De franc.
4347,monsieurpourceaugnac,1,3,pourceaugnac,43,"Ah, ah."
4348,monsieurpourceaugnac,1,3,sbrigani,44,Et de cordial.
4349,monsieurpourceaugnac,1,3,pourceaugnac,45,"Ah, ah."
4350,monsieurpourceaugnac,1,3,sbrigani,46,Je vous assure que je suis tout à vous.
4351,monsieurpourceaugnac,1,3,pourceaugnac,47,Je vous ai beaucoup d’obligation.
4352,monsieurpourceaugnac,1,3,sbrigani,48,C’est du fond du cœur que je parle.
4353,monsieurpourceaugnac,1,3,pourceaugnac,49,Je le crois.
4354,monsieurpourceaugnac,1,3,sbrigani,50,"Si j’avais l’honneur d’être connu de vous, vous sauriez que je suis un Homme tout à fait sincère."
4355,monsieurpourceaugnac,1,3,pourceaugnac,51,Je n’en doute point.
4356,monsieurpourceaugnac,1,3,sbrigani,52,Ennemi de la fourberie.
4357,monsieurpourceaugnac,1,3,pourceaugnac,53,J’en suis persuadé.
4358,monsieurpourceaugnac,1,3,sbrigani,54,Et qui n’est pas capable de déguiser ses sentiments.
4359,monsieurpourceaugnac,1,3,pourceaugnac,55,C’est ma pensée.
4360,monsieurpourceaugnac,1,3,sbrigani,56,"Vous regardez mon habit qui n’est pas fait comme les autres ; mais je suis originaire de Naples, à votre service, et j’ai voulu conserver un peu et la manière de s’habiller, et la sincérité de mon Pays."
4361,monsieurpourceaugnac,1,3,pourceaugnac,57,C’est fort bien fait : Pour moi j’ai voulu me mettre à la mode de la Cour pour la Campagne.
4362,monsieurpourceaugnac,1,3,sbrigani,58,"Ma foi, cela vous va mieux qu’à tous nos Courtisans."
4363,monsieurpourceaugnac,1,3,pourceaugnac,59,"C’est ce que m’a dit mon Tailleur ; l’habit est propre et riche, et il fera du bruit ici."
4364,monsieurpourceaugnac,1,3,sbrigani,60,Sans doute. N’irez-vous pas au Louvre ?
4365,monsieurpourceaugnac,1,3,pourceaugnac,61,Il faudra bien aller faire ma Cour.
4366,monsieurpourceaugnac,1,3,sbrigani,62,Le Roi sera ravi de vous voir.
4367,monsieurpourceaugnac,1,3,pourceaugnac,63,Je le crois.
4368,monsieurpourceaugnac,1,3,sbrigani,64,Avez-vous arrêté un Logis ?
4369,monsieurpourceaugnac,1,3,pourceaugnac,65,"Non, j’allais en chercher un."
4370,monsieurpourceaugnac,1,3,sbrigani,66,"Je serai bien aise d’être avec vous pour cela, et je connais tout ce Pays-ci."
4371,monsieurpourceaugnac,1,4,eraste,1,Ah qu’est-ce ci ! que vois-je ! Quelle heureuse rencontre ! Monsieur de Pourceaugnac ! que je suis ravi de vous voir ! Comment ? il semble que vous ayez peine à me reconnaître ?
4372,monsieurpourceaugnac,1,4,pourceaugnac,2,"Monsieur, je suis votre serviteur."
4373,monsieurpourceaugnac,1,4,eraste,3,Est-il possible que cinq ou six années m’aient ôté de votre mémoire ? et que vous ne reconnaissiez pas le meilleur Ami de toute la Famille des Pourceaugnac ?
4374,monsieurpourceaugnac,1,4,pourceaugnac,4,"Pardonnez-moi. Ma foi, je ne sais qui il est."
4375,monsieurpourceaugnac,1,4,eraste,5,"Il n’y a pas un Pourceaugnac à Limoges que je ne connaisse depuis le plus grand jusques au plus petit ; je ne fréquentais qu’eux dans le temps que j’y étais, et j’avais l’honneur de vous voir presque tous les jours."
4376,monsieurpourceaugnac,1,4,pourceaugnac,6,"C’est moi qui l’ai reçu, Monsieur."
4377,monsieurpourceaugnac,1,4,eraste,7,Vous ne vous remettez point mon visage ?
4378,monsieurpourceaugnac,1,4,pourceaugnac,8,Si fait. Je ne le connais point.
4379,monsieurpourceaugnac,1,4,eraste,9,Vous ne vous ressouvenez pas que j’ai eu le bonheur de boire avec vous je ne sais combien de fois ?
4380,monsieurpourceaugnac,1,4,pourceaugnac,10,Excusez-moi. Je ne sais ce que c’est.
4381,monsieurpourceaugnac,1,4,eraste,11,Comment appelez-vous ce Traiteur de Limoges qui fait si bonne chère ?
4382,monsieurpourceaugnac,1,4,pourceaugnac,12,Petit-Jean ?
4383,monsieurpourceaugnac,1,4,eraste,13,Le voilà.Nous allions le plus souvent ensemble chez lui nous réjouir. Comment est-ce que vous nommez à Limoges ce Lieu où l’on se promène ?
4384,monsieurpourceaugnac,1,4,pourceaugnac,14,Le Cimetière des Arènes ?
4385,monsieurpourceaugnac,1,4,eraste,15,Justement ; c’est où je passais de si douces heures à jouir de votre agréable Conversation. Vous ne vous remettez pas tout cela ?
4386,monsieurpourceaugnac,1,4,pourceaugnac,16,"Excusez-moi, je me le remets. Diable emporte, si je m’en souviens."
4387,monsieurpourceaugnac,1,4,sbrigani,17,Il y a cent choses comme cela qui passent de la tête.
4388,monsieurpourceaugnac,1,4,eraste,18,"Embrassez-moi donc, je vous prie, et resserrons les nœuds de notre ancienne amitié."
4389,monsieurpourceaugnac,1,4,sbrigani,19,Voilà un Homme qui vous aime fort.
4390,monsieurpourceaugnac,1,4,eraste,20,Dites-moi un peu des nouvelles de toute la Parenté : Comment se porte Monsieur votre... là... qui est si honnête Homme ?
4391,monsieurpourceaugnac,1,4,pourceaugnac,21,Mon Frère le Consul ?
4392,monsieurpourceaugnac,1,4,eraste,22,Oui.
4393,monsieurpourceaugnac,1,4,pourceaugnac,23,Il se porte le mieux du monde.
4394,monsieurpourceaugnac,1,4,eraste,24,Certes j’en suis ravi. Et celui qui est de si bonne humeur ? là... Monsieur votre... ?
4395,monsieurpourceaugnac,1,4,pourceaugnac,25,Mon cousin l’Assesseur ?
4396,monsieurpourceaugnac,1,4,eraste,26,Justement.
4397,monsieurpourceaugnac,1,4,pourceaugnac,27,Toujours gai et gaillard.
4398,monsieurpourceaugnac,1,4,eraste,28,"Ma foi, j’en ai beaucoup de joie. Et Monsieur votre Oncle ? le..."
4399,monsieurpourceaugnac,1,4,pourceaugnac,29,Je n’ai point d’Oncle.
4400,monsieurpourceaugnac,1,4,eraste,30,Vous aviez pourtant en ce temps-là...
4401,monsieurpourceaugnac,1,4,pourceaugnac,31,"Non, rien qu’une Tante."
4402,monsieurpourceaugnac,1,4,eraste,32,"C’est ce que je voulais dire, Madame votre Tante ; comment se porte-t-elle ?"
4403,monsieurpourceaugnac,1,4,pourceaugnac,33,Elle est morte depuis six mois.
4404,monsieurpourceaugnac,1,4,eraste,34,Hélas la pauvre Femme ! elle était si bonne personne.
4405,monsieurpourceaugnac,1,4,pourceaugnac,35,"Nous avons aussi mon Neveu le Chanoine, qui a pensé mourir de la petite vérole."
4406,monsieurpourceaugnac,1,4,eraste,36,Quel dommage ç’aurait été !
4407,monsieurpourceaugnac,1,4,pourceaugnac,37,Le connaissez-vous aussi ?
4408,monsieurpourceaugnac,1,4,eraste,38,Vraiment si je le connais ! Un grand Garçon bien fait.
4409,monsieurpourceaugnac,1,4,pourceaugnac,39,Pas des plus grands.
4410,monsieurpourceaugnac,1,4,eraste,40,"Non, mais de taille bien prise."
4411,monsieurpourceaugnac,1,4,pourceaugnac,41,Eh oui.
4412,monsieurpourceaugnac,1,4,eraste,42,Qui est votre Neveu...
4413,monsieurpourceaugnac,1,4,pourceaugnac,43,Oui.
4414,monsieurpourceaugnac,1,4,eraste,44,Fils de votre Frère et de votre Sœur...
4415,monsieurpourceaugnac,1,4,pourceaugnac,45,Justement.
4416,monsieurpourceaugnac,1,4,eraste,46,Chanoine de l’Église de... comment l’appelez-vous ?
4417,monsieurpourceaugnac,1,4,pourceaugnac,47,De Saint-Etienne.
4418,monsieurpourceaugnac,1,4,eraste,48,"Le voilà, je ne connais autre."
4419,monsieurpourceaugnac,1,4,pourceaugnac,49,Il dit toute la Parenté.
4420,monsieurpourceaugnac,1,4,sbrigani,50,Il vous connaît plus que vous ne croyez.
4421,monsieurpourceaugnac,1,4,pourceaugnac,51,"À ce que je vois, vous avez demeuré longtemps dans notre Ville ?"
4422,monsieurpourceaugnac,1,4,eraste,52,Deux ans entiers.
